timestamp,"detached, '[1984 , 2011]', 1","detached, '>2011', 1","detached, '[1946 , 1983]', 1","detached, '<1946', 1","detached, '[1984 , 2011]', 2","detached, '>2011', 2","detached, '[1946 , 1983]', 2","detached, '<1946', 2","semi-detached, '[1946 , 1983]', 2","semi-detached, '[1984 , 2011]', 2","semi-detached, '>2011', 2","semi-detached, '<1946', 2","row, '[1946 , 1983]', 2","row, '[1984 , 2011]', 2","row, '>2011', 2","row, '<1946', 2","semi-detached, '[1946 , 1983]', 1","semi-detached, '[1984 , 2011]', 1","semi-detached, '>2011', 1","semi-detached, '<1946', 1"
9/1/2021 0:00,0.7438818814055635,0.7200037441497659,0.7348811398212993,0.7682395683453243,0.8486589111747851,0.8461568,0.8394552595224001,0.8447204571428569,0.7633872881355931,0.7203978947368422,0.6839320113314448,0.6787304347826086,0.6234069767441859,0.6094383116883118,0.7921277777777779,0.6369555555555555,0.6995678200692041,0.6498812989921613,0.6341983606557381,0.5430521739130436
9/1/2021 1:00,0.6758366398243043,0.6611316692667706,0.6703228930210094,0.694564748,0.7627915186246419,0.7730024,0.7442618314584568,0.7598797714285712,0.6458915254237285,0.6339396491228068,0.5907620396600566,0.5948695652173913,0.5463069767441859,0.5320500000000001,0.7240722222222222,0.4990355555555557,0.5962276816608997,0.5576297872340426,0.5520803278688526,0.5045652173913043
9/1/2021 2:00,0.6364367496339679,0.6359344773790947,0.6222041052885776,0.6613172661870503,0.7063542120343838,0.7230575999999997,0.6851681270969013,0.7089881142857144,0.600650847,0.5717361403508772,0.5563682719546741,0.5753347826086957,0.42789767441860466,0.47721038961038975,0.634527778,0.515448889,0.5691425605536331,0.5197733482642778,0.5433311475409837,0.4446652173913043
9/1/2021 3:00,0.6178124084919471,0.598463963,0.6077213475006037,0.6319402877697842,0.6869119770773637,0.6734271999999999,0.6695691138740876,0.6995376000000002,0.5501305084745763,0.5453298245614034,0.5389767705382437,0.5673478260869563,0.460060465,0.4743331168831165,0.5474444444444445,0.46592444444444453,0.5361778546712801,0.5032353863381858,0.528186885,0.4355652173913043
9/1/2021 4:00,0.6380239751098096,0.6028595943837749,0.6072809466312483,0.6561856115107914,0.6981620630372491,0.6740120000000001,0.6626982040655222,0.7231796571428573,0.543042373,0.534556491,0.5322356940509914,0.5240913043478259,0.4074872093023257,0.47751038961038994,0.5674888888888888,0.46642666666666666,0.5278058823529412,0.4965708846584544,0.5347573770491802,0.4388
9/1/2021 5:00,0.7120901537335289,0.6691834633385337,0.6714118811881185,0.7192755395683454,0.777572149,0.7747272000000001,0.7277468324452337,0.7809860571428571,0.6120745762711868,0.5979726315789474,0.602858924,0.561704348,0.49137558139534876,0.5451370129870129,0.5848944444444445,0.4797422222222222,0.5855397923875432,0.56095028,0.5834754098360658,0.45550869565217383
9/1/2021 6:00,0.9098856881405566,0.9601722308892355,0.8507189809224822,0.8841273381294964,1.0571721489971342,1.0923816000000002,0.9755525952239984,1.0261810285714281,0.872129661,0.8517298245614038,0.9345756373937677,0.8301304347826087,0.7422383720930233,0.7732928571428569,0.9366222222222221,0.6209288888888889,0.7945826989619376,0.7603209406494962,0.827116393,0.6847652173913044
9/1/2021 7:00,1.0621185578330894,1.0329182527301093,0.9836530065201642,1.0268697841726624,1.2481882521489975,1.2597279999999995,1.1537595618709293,1.2038352,1.0758491525423732,1.058901754385965,1.1476028328611902,1.082591304347826,0.8840127906976745,1.011522077922078,1.0682166666666668,1.0691377777777777,0.9923896193771625,0.9371220604703244,0.9752393442622953,0.8359434782608697
9/1/2021 8:00,1.097003953147877,1.056436193447738,1.0003262738468968,1.0185870503597128,1.2563561604584534,1.2341896000000006,1.1197083481349912,1.136306057142857,1.0144686440677964,0.9689319298245616,1.060573937677054,1.0234913043478262,0.8361069767441858,0.9800746753246753,1.0231666666666666,0.9635555555555556,0.9045799307958476,0.9055135498320268,0.9897524590163934,0.8127913043478261
9/1/2021 9:00,1.0474823206442168,0.9955815912636508,0.9934210577155276,0.981638129,1.1846038968481378,1.1846088000000001,1.0943462798500097,1.0641648000000001,0.9809059322033898,0.953635088,1.0176390934844188,0.8401391304347825,0.8960093023255814,0.9075370129870128,0.9736555555555556,0.8127244444444445,0.913819723,0.901883315,0.9213540983606557,0.7306086956521738
