timestamp,"duplex, milieu-rangee, '[1946 , 1983]'","duplex, individuel, '[1946 , 1983]'","duplex, milieu-rangee, '[1984 , 2011]'","duplex, individuel, '[1984 , 2011]'","duplex, milieu-rangee, '>2011'","duplex, individuel, '>2011'","duplex, milieu-rangee, '<1946'","duplex, individuel, '<1946'","triplex, milieu-rangee, '[1946 , 1983]'","triplex, individuel, '[1946 , 1983]'","triplex, milieu-rangee, '[1984 , 2011]'","triplex, individuel, '[1984 , 2011]'","triplex, milieu-rangee, '>2011'","triplex, individuel, '>2011'","triplex, milieu-rangee, '<1946'","triplex, individuel, '<1946'"
9/1/2021 0:00,0.5288927536231884,0.5952477857878475,0.6021290322580646,0.5726543778801843,0.7198,0.628176,0.47843823529411794,0.6033993174061432,0.5362565853658535,0.5811344881889765,0.5933835616438357,0.6003586666666667,0.4177241379310345,0.6292791366906474,0.46780478170478185,0.6130301075268816
9/1/2021 1:00,0.4596695652173915,0.5307882595262615,0.49606451612903224,0.5304248847926268,0.5918,0.642264,0.4281562499999999,0.5665085324232081,0.4823736585365853,0.5062497637795277,0.4645561643835616,0.5018106666666665,0.3487448275862069,0.5502604316546764,0.4071586278586281,0.5269247311827959
9/1/2021 2:00,0.4335333333333333,0.4932617919670443,0.42305806451612904,0.5100552995391705,0.5064,0.59898,0.40303566176470595,0.5101423208191127,0.42463609756097564,0.47088377952755905,0.4192273972602741,0.4509706666666666,0.36775862068965515,0.5330546762589927,0.3656463617463618,0.4629053763440859
9/1/2021 3:00,0.4163362318840581,0.47080381050463416,0.43074193548387096,0.4811695852534562,0.47869999999999996,0.4826639999999999,0.3854194852941176,0.49521706484641637,0.3923648780487805,0.4093785826771653,0.41339178082191785,0.44543866666666654,0.3371586206896552,0.4302517985611512,0.3470850311850312,0.4255440860215053
9/1/2021 4:00,0.4331376811594205,0.47487744593202874,0.40904516129032265,0.4738838709677418,0.42430000000000007,0.565128,0.37206507352941176,0.493622867,0.40662439024390246,0.4205177952755906,0.3888246575342466,0.45417599999999997,0.36163448275862065,0.451346763,0.3387130977130977,0.4213032258064517
9/1/2021 5:00,0.4337347826086955,0.5395138002059732,0.40784516129032256,0.5279198156682029,0.4718,0.6803760000000001,0.36593823529411756,0.5041218430034129,0.42768292682926834,0.46379811023622036,0.4577424657534247,0.49840533333333326,0.40737931034482755,0.4344215827338129,0.35971247401247425,0.4265354838709675
9/1/2021 6:00,0.6234463768115943,0.6664520082389289,0.5221741935483871,0.7072147465437787,0.71295,0.8339280000000001,0.5215908088235295,0.6144245733788396,0.5307980487804878,0.5972107086614175,0.7430383561643836,0.6652920000000001,0.5170137931034482,0.7169654676258992,0.46935280665280665,0.5273204301075269
9/1/2021 7:00,0.7314333333333332,0.819578579,0.6732193548387098,0.8509686635944698,1.1465999999999998,0.944148,0.6991047794117646,0.773087713,0.5984253658536587,0.660560315,0.6694191780821919,0.7660866666666669,0.6782275862068965,0.7753251798561149,0.6414823284823286,0.6646989247311826
9/1/2021 8:00,0.7487623188405798,0.7711511843460352,0.5773741935483871,0.7584304147465438,1.0996499999999998,0.9786960000000001,0.710042647,0.7536901023890784,0.5735151219512196,0.642911811,0.6202191780821917,0.6876666666666664,0.6742137931034482,0.7373870503597122,0.6442209979209981,0.6704064516129032
9/1/2021 9:00,0.7033144927536235,0.7424139031925853,0.5996709677419355,0.803419355,0.9513,0.93402,0.7172790441176473,0.7084075085324233,0.6177980487804878,0.5945017322834649,0.5808821917808219,0.6538893333333335,0.5275862068965518,0.8298690647482014,0.6007160083160084,0.6337182795698924
9/1/2021 10:00,0.6450159420289856,0.7527707518022655,0.8122258064516128,0.8173714285714282,0.6689,0.714744,0.6518768382352942,0.6882378839590444,0.6294497560975612,0.6547615748031499,0.6619561643835616,0.6790973333333334,0.560648276,0.7402661870503597,0.5758359667359668,0.6352086021505373
