timestamp,A_Pre1945,B_19461983,C_19842010,D_Post2011,Average of temperatureatmospherique
4/10/2020 4:00,1.9261,1.038569492,1.044373333,0.79144186,3.833333333
4/10/2020 5:00,2.119,1.245071186,1.13488,0.886046512,3.366666667
4/10/2020 6:00,1.6802,1.386711864,0.977226667,1.161265116,2.933333333
4/10/2020 7:00,1.89,1.400827119,1.324533333,1.243144186,2.8
4/10/2020 8:00,1.2775,1.416122034,1.444266667,1.259497674,2.766666667
4/10/2020 9:00,1.7703,1.402901695,1.72736,1.216130233,2.7
4/10/2020 10:00,2.3701,1.467315254,2.287893333,1.641265116,3.4
4/10/2020 11:00,1.5562,1.327240678,1.622506667,1.578586047,4.366666667
4/10/2020 12:00,1.3382,1.633444068,1.760266667,1.522827907,5.533333333
4/10/2020 13:00,2.3101,1.383884746,1.480693333,1.091497674,7.466666667
4/10/2020 14:00,2.3044,1.5312,1.57952,0.826493023,8.2
4/10/2020 15:00,2.1213,1.766867797,1.743146667,0.8712,6.766666667
4/10/2020 16:00,2.7032,1.589125424,1.799733333,1.329153488,7.233333333
4/10/2020 17:00,1.8282,1.814054237,2.142826667,1.620223256,7.5
4/10/2020 18:00,2.598,1.721633898,1.892213333,1.719739535,7.133333333
4/10/2020 19:00,2.6461,1.381261017,1.965973333,1.602530233,6.7
4/10/2020 20:00,1.2702,1.71280678,1.637386667,1.178623256,5.433333333
4/10/2020 21:00,1.4187,1.598216949,1.236,0.947051163,4.4
4/10/2020 22:00,2.062,1.222881356,0.995253333,0.845860465,3.466666667
4/10/2020 23:00,1.9845,1.072433898,1.020693333,0.802548837,2.566666667
4/11/2020 0:00,1.7105,1.004989831,1.075306667,0.763534884,1.933333333
4/11/2020 1:00,1.6969,0.933213559,0.804586667,0.873711628,1.033333333
4/11/2020 2:00,1.6439,1.178847458,0.72112,0.940186047,0.533333333
4/11/2020 3:00,1.444,1.162433898,1.16096,0.876669767,0.533333333
4/11/2020 4:00,1.6248,1.261261017,1.451146667,1.126325581,-0.333333333
4/11/2020 5:00,1.5836,1.397633898,1.480906667,1.330939535,-0.133333333
4/11/2020 6:00,2.262,1.497762712,1.0272,1.39227907,-1.133333333
4/11/2020 7:00,2.2239,1.257661017,0.99312,1.417730233,-0.1
4/11/2020 8:00,1.9759,0.977389831,1.176746667,1.400260465,1.833333333
4/11/2020 9:00,1.9889,1.016827119,1.290826667,1.423813953,3.733333333
4/11/2020 10:00,1.2253,1.09519322,1.15088,1.089544186,5.1
4/11/2020 11:00,1.5002,1.260589831,0.95264,1.081786047,6.266666667
4/11/2020 12:00,1.5423,1.030738983,1.014346667,0.949953488,7.333333333
4/11/2020 13:00,1.4788,0.990508475,0.807253333,0.859981395,8.1
4/11/2020 14:00,1.1951,0.95259661,1.205173333,1.006548837,9.2
4/11/2020 15:00,1.5151,1.253613559,1.296373333,0.970213953,10.3
4/11/2020 16:00,1.2296,1.438718644,1.715946667,1.184427907,10.73333333
4/11/2020 17:00,1.209,1.460155932,2.066186667,1.243925581,12
4/11/2020 18:00,1.4468,1.491376271,1.589386667,1.074251163,11.6
4/11/2020 19:00,1.5869,1.291891525,1.23136,1.392,10.73333333
4/11/2020 20:00,1.1666,1.322420339,1.057386667,1.217413953,10.4
4/11/2020 21:00,0.9993,1.100908475,1.61184,0.837544186,9.666666667
4/11/2020 22:00,0.905,0.985850847,0.9336,0.714753488,9.7
4/11/2020 23:00,0.9891,0.832433898,0.69088,0.600893023,9.633333333
4/12/2020 0:00,0.9592,0.636040678,0.776533333,0.56584186,9.4
4/12/2020 1:00,0.6675,0.765233898,0.725066667,0.597990698,9.366666667
4/12/2020 2:00,0.76,0.652901695,0.720746667,0.63572093,8.233333333
4/12/2020 3:00,1.7234,0.934108475,0.696693333,0.695665116,7.066666667
4/12/2020 4:00,1.1603,1.078576271,0.855626667,0.596427907,6.833333333
4/12/2020 5:00,1.4582,1.143416949,1.259733333,1.066995349,6.1
4/12/2020 6:00,2.0974,1.289064407,1.182773333,0.94107907,6.4
4/12/2020 7:00,2.5007,1.059620339,0.977333333,1.046176744,6.5
4/12/2020 8:00,2.1476,0.810711864,1.188053333,0.748855814,7.633333333
4/12/2020 9:00,0.8117,0.896522034,0.99712,0.881916279,9.133333333
4/12/2020 10:00,1.2547,0.880128814,1.01568,1.039032558,11.13333333
4/12/2020 11:00,1.0982,0.877037288,0.69424,0.80187907,13.1
4/12/2020 12:00,1.6562,0.837844068,0.930346667,0.741990698,14.16666667
4/12/2020 13:00,0.7824,0.870101695,0.732266667,0.812260465,15.36666667
4/12/2020 14:00,0.9647,0.776257627,1.098986667,0.805227907,16.06666667
4/12/2020 15:00,1.3045,0.967159322,1.381546667,0.874827907,16.56666667
4/12/2020 16:00,1.0937,1.212752542,1.568906667,1.208818605,16.5
4/12/2020 17:00,1.3867,1.26520678,1.78432,1.672130233,16.3
4/12/2020 18:00,1.8013,1.215091525,1.510773333,1.336688372,15.53333333
4/12/2020 19:00,1.5412,1.320610169,1.729546667,1.282102326,14.93333333
4/12/2020 20:00,1.5503,1.136786441,1.13216,0.895311628,13.23333333
4/12/2020 21:00,1.0812,1.052786441,0.762933333,0.643088372,12.73333333
4/12/2020 22:00,0.8114,0.861762712,0.818986667,0.68427907,11.06666667
4/12/2020 23:00,0.8716,0.724779661,0.635573333,0.548037209,9.933333333
4/13/2020 0:00,0.9785,0.59420339,0.58016,0.465209302,8.8
4/13/2020 1:00,0.8944,0.676433898,0.510613333,0.477209302,8.5
4/13/2020 2:00,1.0191,0.681457627,0.636213333,0.513209302,6.6
4/13/2020 3:00,1.9779,0.714244068,0.644906667,0.652409302,6.133333333
4/13/2020 4:00,0.9706,0.863288136,0.60416,0.5568,5.9
4/13/2020 5:00,1.9477,1.328481356,1.384746667,0.851162791,5.533333333
4/13/2020 6:00,2.5186,1.126128814,0.850186667,0.808576744,6.066666667
4/13/2020 7:00,1.6567,0.90740339,1.06512,1.160874419,6.133333333
4/13/2020 8:00,1.1389,1.035498305,0.7056,1.053488372,7.333333333
4/13/2020 9:00,0.9714,1.011335593,1.0584,0.854623256,8.4
4/13/2020 10:00,1.3352,0.879172881,1.01536,0.879962791,9.733333333
4/13/2020 11:00,1.0847,1.147667797,0.78656,0.907032558,9.566666667
4/13/2020 12:00,1.2157,1.023783051,1.40256,0.802381395,10.7
4/13/2020 13:00,1.1918,0.818155932,1.185333333,0.883088372,9.866666667
4/13/2020 14:00,1.2034,1.134630508,1.004053333,0.855627907,9.933333333
4/13/2020 15:00,1.8082,1.179945763,1.382773333,1.478065116,8.933333333
4/13/2020 16:00,1.8908,1.382094915,1.501173333,1.251627907,8.133333333
4/13/2020 17:00,1.5359,1.411525424,2.220746667,1.436316279,7.7
4/13/2020 18:00,1.4756,1.50559322,1.824586667,1.623516279,7.433333333
4/13/2020 19:00,1.6181,1.516291525,1.607786667,1.10455814,7
4/13/2020 20:00,1.6692,1.219016949,1.185813333,1.496204651,6.933333333
4/13/2020 21:00,1.2195,1.245477966,0.85056,1.215851163,6.6
4/13/2020 22:00,0.9267,1.305050847,0.995786667,0.670604651,6.5
4/13/2020 23:00,1.1979,0.874637288,0.721013333,0.925451163,6.433333333
4/14/2020 0:00,1.1659,0.8688,0.55888,0.581134884,6.3
4/14/2020 1:00,1.2684,0.716684746,0.54192,0.492725581,6.2
4/14/2020 2:00,1.2015,0.865240678,0.723786667,0.520632558,6.233333333
4/14/2020 3:00,1.9648,1.006047458,0.817653333,0.680204651,6.2
4/14/2020 4:00,0.8876,1.099423729,0.963146667,0.742772093,6.133333333
4/14/2020 5:00,1.6383,1.191152542,0.92064,1.296223256,5.966666667
4/14/2020 6:00,1.4863,1.207749153,1.07216,0.961116279,5.9
4/14/2020 7:00,2.513,1.363871186,0.918133333,0.947832558,6
4/14/2020 8:00,2.7707,1.259511864,1.385866667,0.960948837,6.366666667
4/14/2020 9:00,2.2661,1.050447458,1.344533333,1.021116279,6.9
4/14/2020 10:00,1.1135,1.108271186,0.900533333,1.21892093,7.533333333
4/14/2020 11:00,1.2976,1.249077966,1.069013333,0.800427907,7.866666667
4/14/2020 12:00,1.9689,1.069281356,1.47632,0.872427907,8.033333333
4/14/2020 13:00,1.1617,0.956745763,1.161546667,0.616130233,9.033333333
4/14/2020 14:00,1.5045,1.117566102,1.229386667,0.757618605,9.466666667
4/14/2020 15:00,1.1804,1.278162712,1.19712,1.011683721,9.5
4/14/2020 16:00,1.1658,1.383294915,1.46176,1.314697674,10
4/14/2020 17:00,2.34,1.173457627,1.88144,1.087311628,8.9
4/14/2020 18:00,1.3381,1.124135593,2.214666667,1.317767442,8.466666667
4/14/2020 19:00,1.8995,1.274481356,1.539146667,1.178288372,9.266666667
4/14/2020 20:00,1.4412,1.255769492,1.65424,1.009395349,10.13333333
4/14/2020 21:00,1.1942,1.178745763,1.118453333,1.080613953,9.833333333
4/14/2020 22:00,1.2352,1.184481356,0.802133333,1.123869767,9.033333333
4/14/2020 23:00,0.9295,0.815186441,0.7264,0.813711628,7.8
4/15/2020 0:00,0.7054,0.914644068,0.881813333,0.607981395,6.933333333
4/15/2020 1:00,0.9882,0.913118644,0.5792,0.602623256,6.766666667
4/15/2020 2:00,1.1778,0.96919322,0.704426667,0.90535814,5.966666667
4/15/2020 3:00,1.9942,0.971857627,0.733653333,0.927906977,4.933333333
4/15/2020 4:00,0.9009,0.989816949,0.827306667,0.88744186,3.8
4/15/2020 5:00,1.9033,0.898515254,1.181546667,0.927795349,2.7
4/15/2020 6:00,2.3267,1.14040678,0.838666667,1.023237209,3.066666667
4/15/2020 7:00,1.3858,1.199186441,0.998133333,1.062697674,3.5
4/15/2020 8:00,1.1176,1.068671186,1.066666667,1.388372093,5.9
4/15/2020 9:00,1.4493,1.100786441,1.486453333,0.75867907,7.866666667
4/15/2020 10:00,1.973,1.055938983,1.773546667,1.036465116,9.833333333
4/15/2020 11:00,1.04,1.092874576,1.919626667,1.155516279,11.63333333
4/15/2020 12:00,1.0626,1.177871186,1.17872,0.897934884,11.76666667
4/15/2020 13:00,1.382,0.907769492,1.158186667,0.789153488,13.43333333
4/15/2020 14:00,1.0191,0.82159322,1.20592,1.003311628,14.13333333
4/15/2020 15:00,1.9,1.05919322,1.13744,1.067162791,12.93333333
4/15/2020 16:00,1.4905,1.189769492,1.310986667,1.002027907,13.3
4/15/2020 17:00,1.2815,1.297871186,1.55984,0.894809302,13.46666667
4/15/2020 18:00,1.1176,1.204108475,1.305493333,0.796967442,12.96666667
4/15/2020 19:00,2.248,1.07900339,1.425813333,0.803944186,10.83333333
4/15/2020 20:00,1.2638,1.155884746,1.096373333,0.762809302,9.8
4/15/2020 21:00,1.2421,1.091369492,1.067306667,0.723404651,9.566666667
4/15/2020 22:00,0.6998,0.917918644,1.101706667,0.654251163,8.333333333
4/15/2020 23:00,1.9895,0.749308475,0.978613333,0.690418605,8.6
4/16/2020 0:00,0.9666,0.747559322,0.827306667,0.532018605,7.6
4/16/2020 1:00,0.8656,0.628291525,0.684906667,0.518790698,7.1
4/16/2020 2:00,1.1705,0.761064407,0.739573333,0.823981395,5.033333333
4/16/2020 3:00,1.0836,0.855274576,0.78992,0.580688372,3.7
4/16/2020 4:00,1.8061,0.861416949,0.99712,0.550046512,2.4
4/16/2020 5:00,1.357,1.063566102,0.769013333,0.67652093,2.1
4/16/2020 6:00,1.4472,1.217369492,0.898026667,0.690362791,2.266666667
4/16/2020 7:00,1.6373,1.310257627,1.26576,0.979367442,2.5
4/16/2020 8:00,2.6014,1.356467797,1.140266667,1.390995349,2.966666667
4/16/2020 9:00,1.3156,1.161132203,1.28448,1.377153488,3.433333333
4/16/2020 10:00,1.412,1.450433898,1.906186667,1.295218605,4.433333333
4/16/2020 11:00,1.0131,1.16060339,1.615413333,1.26507907,5.2
4/16/2020 12:00,1.518,1.123037288,2.010293333,1.02747907,6.033333333
4/16/2020 13:00,0.8817,1.492698305,1.1968,1.093395349,6.8
4/16/2020 14:00,2.2479,1.457877966,1.690986667,0.804893023,7.366666667
4/16/2020 15:00,1.3572,1.377966102,1.317386667,1.000855814,7.3
4/16/2020 16:00,2.0466,1.383783051,1.410186667,1.022232558,7.366666667
4/16/2020 17:00,1.4992,1.400949153,1.29664,1.048576744,7.366666667
4/16/2020 18:00,3.3531,1.37119322,1.319573333,1.135088372,7
4/16/2020 19:00,1.9329,1.535694915,1.075626667,1.187218605,6.233333333
4/16/2020 20:00,0.9875,1.207586441,1.12208,0.70292093,5.266666667
4/16/2020 21:00,1.8355,1.039362712,1.165386667,1.108911628,4.533333333
4/16/2020 22:00,1.0741,1.112501695,1.06736,0.856967442,3.866666667
4/16/2020 23:00,1.69,0.981376271,0.987573333,0.902176744,3.5
4/17/2020 0:00,1.0783,1.056589831,0.963786667,0.708334884,3.066666667
4/17/2020 1:00,1.3607,0.867538983,0.839413333,0.661953488,1.8
4/17/2020 2:00,1.628,0.887491525,0.765173333,0.915348837,0.933333333
4/17/2020 3:00,1.5023,0.909010169,0.883626667,0.638511628,0.5
4/17/2020 4:00,1.9704,0.887044068,1.098506667,0.785469767,0.066666667
4/17/2020 5:00,1.647,1.271532203,1.242186667,1.050753488,-0.266666667
4/17/2020 6:00,1.7888,1.399952542,0.939253333,1.16695814,-0.6
4/17/2020 7:00,1.5654,1.527355932,1.1856,1.54772093,0.233333333
4/17/2020 8:00,2.7836,1.416874576,1.3472,1.589134884,1.566666667
4/17/2020 9:00,2.878,1.488671186,1.57376,1.660632558,3.133333333
4/17/2020 10:00,1.3668,1.695518644,1.716533333,1.393618605,3.9
4/17/2020 11:00,1.1359,1.52379661,1.654986667,1.36292093,4.866666667
4/17/2020 12:00,2.162,1.662467797,1.4776,1.133246512,5.266666667
4/17/2020 13:00,1.2658,1.387545763,1.564533333,1.11304186,5.566666667
4/17/2020 14:00,1.482,1.437091525,1.594666667,1.260167442,5.933333333
4/17/2020 15:00,2.6828,1.735077966,1.398346667,1.052316279,5.933333333
4/17/2020 16:00,1.6023,1.386915254,1.403306667,1.541693023,6.3
4/17/2020 17:00,1.6911,1.411647458,1.672746667,1.357004651,6.766666667
4/17/2020 18:00,2.032,1.416162712,1.311146667,1.514065116,6.6
4/17/2020 19:00,2.0603,1.220867797,1.838986667,1.540353488,7
4/17/2020 20:00,2.0863,1.385450847,1.387573333,0.8712,5.966666667
4/17/2020 21:00,2.2102,1.321972881,1.222773333,1.098139535,4.833333333
4/17/2020 22:00,1.2546,1.504413559,1.046826667,0.815944186,4.3
4/17/2020 23:00,2.0119,1.174718644,0.92832,0.994827907,3.266666667
4/18/2020 0:00,1.7862,0.903905085,0.894986667,0.853786047,2.5
4/18/2020 1:00,1.724,1.116813559,0.836373333,0.80824186,1.633333333
4/18/2020 2:00,1.5206,0.938094915,0.851093333,0.909097674,0.6
4/18/2020 3:00,2.6388,1.238176271,0.925226667,0.876502326,0.233333333
4/18/2020 4:00,1.9299,1.106664407,1.24416,1.00855814,-0.833333333
4/18/2020 5:00,2.4645,1.254813559,1.258293333,0.912223256,-2
4/18/2020 6:00,1.8214,1.299783051,1.06848,1.035069767,-2.8
4/18/2020 7:00,1.7003,1.329274576,0.792586667,1.055051163,-1.1
4/18/2020 8:00,1.8043,1.219505085,0.95952,1.20664186,1.433333333
4/18/2020 9:00,2.739,1.279545763,1.087786667,1.309730233,2.3
4/18/2020 10:00,1.8,1.392935593,1.306933333,1.626139535,3.633333333
4/18/2020 11:00,1.9168,1.408454237,1.424533333,1.342381395,5.033333333
4/18/2020 12:00,1.5805,1.255728814,1.10912,1.236781395,6.2
4/18/2020 13:00,2.0412,1.159159322,1.367253333,1.220986047,7
4/18/2020 14:00,1.3007,1.379613559,1.32928,1.125432558,8.2
4/18/2020 15:00,1.6966,1.503172881,1.777973333,1.290027907,9.633333333
4/18/2020 16:00,1.7598,1.476061017,1.979466667,1.258995349,10.2
4/18/2020 17:00,1.289,1.537138983,2.012,1.390995349,9.7
4/18/2020 18:00,1.6865,1.326671186,1.509653333,1.241023256,9.466666667
4/18/2020 19:00,2.0574,1.685471186,1.884106667,1.471534884,8.166666667
4/18/2020 20:00,1.3448,1.375871186,1.4952,1.04344186,6.866666667
4/18/2020 21:00,1.0678,1.186108475,1.05744,0.88264186,6.833333333
4/18/2020 22:00,1.0754,0.954122034,0.983626667,0.908093023,7.4
4/18/2020 23:00,0.8731,0.810345763,0.79296,0.808744186,7.533333333
4/19/2020 0:00,1.6035,0.930589831,0.679306667,0.885823256,5.866666667
4/19/2020 1:00,0.9076,1.002915254,0.605973333,0.663516279,5.466666667
4/19/2020 2:00,1.1547,0.829972881,0.98672,0.937786047,4.466666667
4/19/2020 3:00,1.7635,1.044427119,0.835626667,0.675013953,3.6
4/19/2020 4:00,0.9991,1.229776271,1.118613333,1.239069767,2.466666667
4/19/2020 5:00,2.7411,1.423871186,1.454506667,1.649469767,0.766666667
4/19/2020 6:00,2.8882,1.401640678,1.31232,1.317153488,0.2
4/19/2020 7:00,2.9823,1.403877966,1.277866667,1.461097674,0.2
4/19/2020 8:00,2.5787,1.323416949,1.29392,1.2144,0.533333333
4/19/2020 9:00,1.8977,1.24539661,1.456533333,1.44295814,0.5
4/19/2020 10:00,2.6499,1.373816949,1.309066667,1.651702326,0.5
4/19/2020 11:00,1.7886,1.558840678,1.214613333,1.565637209,0.7
4/19/2020 12:00,2.0123,1.387586441,1.415413333,1.145469767,0.9
4/19/2020 13:00,3.1861,1.401172881,1.53184,0.875944186,1.266666667
4/19/2020 14:00,2.9852,1.345667797,1.580373333,0.93147907,1.666666667
4/19/2020 15:00,2.3277,1.846637288,1.353173333,1.24107907,1.566666667
4/19/2020 16:00,1.8517,1.442928814,1.772213333,1.9296,2.266666667
4/19/2020 17:00,2.2985,1.781430508,2.273973333,1.548893023,2.966666667
4/19/2020 18:00,2.0342,1.919369492,2.194133333,1.299460465,3.566666667
4/19/2020 19:00,2.1349,1.963179661,2.160213333,1.642772093,3.366666667
4/19/2020 20:00,1.5381,1.543342373,1.744426667,1.344669767,3.066666667
4/19/2020 21:00,2.0311,1.589267797,1.569013333,1.095627907,2.933333333
4/19/2020 22:00,2.7352,1.29099661,1.236586667,1.100930233,2.766666667
4/19/2020 23:00,1.2094,1.20740339,1.151253333,1.10372093,2.766666667
4/20/2020 0:00,1.6748,1.412013559,1.355146667,0.913004651,3.166666667
4/20/2020 1:00,1.9827,1.130949153,0.965706667,0.960167442,3.433333333
4/20/2020 2:00,1.8733,1.18460339,0.897066667,0.930697674,3.333333333
4/20/2020 3:00,1.444,1.2792,1.326346667,0.908762791,2.833333333
4/20/2020 4:00,1.5934,1.417220339,1.279893333,1.14212093,2.333333333
4/20/2020 5:00,3.5246,1.534657627,1.639946667,1.428223256,1.8
4/20/2020 6:00,2.8746,1.579159322,1.285493333,1.663925581,1.733333333
4/20/2020 7:00,2.9992,1.493044068,1.21808,1.427609302,1.766666667
4/20/2020 8:00,2.365,1.484318644,1.334346667,1.250623256,1.7
4/20/2020 9:00,3.0632,1.474271186,1.160266667,1.151665116,1.966666667
4/20/2020 10:00,1.6144,1.346013559,1.228906667,0.872986047,2.366666667
4/20/2020 11:00,1.4358,1.260020339,1.393813333,1.013134884,2.7
4/20/2020 12:00,1.6933,1.157267797,1.304746667,1.017767442,3.766666667
4/20/2020 13:00,2.1597,1.234657627,1.134933333,1.0392,4.6
4/20/2020 14:00,1.2349,1.242122034,1.30688,1.085525581,6.166666667
4/20/2020 15:00,1.8896,1.388033898,1.817226667,1.33892093,6.866666667
4/20/2020 16:00,2.1825,1.561749153,1.419093333,1.374753488,7.4
4/20/2020 17:00,2.0792,1.699952542,1.546506667,1.100539535,7.866666667
4/20/2020 18:00,1.7476,1.642433898,1.734773333,1.474213953,7.966666667
4/20/2020 19:00,1.5409,1.598522034,1.968266667,1.429339535,7.466666667
4/20/2020 20:00,2.3849,1.492189831,1.217813333,1.46584186,6.133333333
4/20/2020 21:00,2.4007,1.129932203,1.138133333,1.016260465,3.733333333
4/20/2020 22:00,2.4987,1.623050847,1.198773333,0.851944186,2.466666667
4/20/2020 23:00,1.8035,1.122691525,1.225866667,1.000074419,1.7
4/21/2020 0:00,1.9816,1.219383051,1.156213333,1.098753488,1.6
4/21/2020 1:00,2.0171,1.177667797,1.027413333,0.866176744,1.4
4/21/2020 2:00,1.5851,0.935471186,0.922933333,1.259051163,0.9
4/21/2020 3:00,1.3783,1.271044068,0.866186667,0.87867907,0.433333333
4/21/2020 4:00,2.1586,1.239030508,1.229973333,1.276074419,0.033333333
4/21/2020 5:00,1.8016,1.762291525,1.412266667,1.4592,-0.3
4/21/2020 6:00,2.5115,1.140366102,1.242666667,1.51947907,0.033333333
4/21/2020 7:00,1.829,1.224467797,1.035413333,1.405395349,1.466666667
4/21/2020 8:00,1.2302,1.2996,1.148213333,1.234213953,2.766666667
4/21/2020 9:00,1.5675,1.219423729,1.16416,0.920427907,5.1
4/21/2020 10:00,2.0354,1.259694915,1.156533333,1.013302326,7.766666667
4/21/2020 11:00,1.0804,1.450840678,1.003733333,0.856911628,9.133333333
4/21/2020 12:00,1.3538,1.350345763,1.068,0.891683721,9.8
4/21/2020 13:00,1.79,1.128630508,1.14224,0.756613953,10.2
4/21/2020 14:00,1.118,1.258027119,1.309386667,0.832967442,10.83333333
4/21/2020 15:00,1.4783,1.73979661,1.256106667,1.080390698,10.86666667
4/21/2020 16:00,1.8726,1.355979661,1.864213333,1.422809302,9.9
4/21/2020 17:00,1.8133,1.689783051,1.846613333,1.143739535,8.7
4/21/2020 18:00,2.3821,1.563437288,1.408586667,1.622790698,9.3
4/21/2020 19:00,1.283,1.714515254,1.485493333,1.012297674,9.633333333
4/21/2020 20:00,2.0297,1.474983051,1.63664,1.238902326,9.5
4/21/2020 21:00,1.4918,1.297688136,0.883626667,0.965023256,9.733333333
4/21/2020 22:00,1.2206,1.217023729,0.84128,0.865562791,10.16666667
4/21/2020 23:00,1.8426,0.934657627,0.828586667,0.683776744,10.03333333
4/22/2020 0:00,1.6681,0.880718644,0.751733333,0.665469767,9.1
4/22/2020 1:00,0.9567,0.90319322,0.87152,0.676409302,8.233333333
4/22/2020 2:00,1.8832,0.828650847,0.80368,0.648781395,7.8
4/22/2020 3:00,1.0638,0.999925424,0.652906667,0.821525581,7.366666667
4/22/2020 4:00,1.3504,1.473579661,0.99904,0.872706977,7.166666667
4/22/2020 5:00,1.8619,1.384128814,1.078293333,1.281767442,6.466666667
4/22/2020 6:00,1.5216,1.361959322,0.756533333,0.950288372,6
4/22/2020 7:00,1.7533,1.080650847,0.613226667,1.242865116,6
4/22/2020 8:00,1.7998,0.928698305,1.034506667,1.126716279,6.866666667
4/22/2020 9:00,1.4533,0.961220339,1.185333333,1.059962791,7.7
4/22/2020 10:00,1.1131,1.250888136,0.942933333,1.000576744,9.233333333
4/22/2020 11:00,2.125,1.351464407,1.240266667,1.137823256,9.266666667
4/22/2020 12:00,1.2201,1.077844068,1.15168,0.657209302,9.566666667
4/22/2020 13:00,1.0499,0.849315254,1.028693333,0.834362791,10.9
4/22/2020 14:00,1.4552,1.045525424,1.342346667,0.758288372,11.06666667
4/22/2020 15:00,1.3461,0.987518644,1.244746667,1.056390698,11.5
4/22/2020 16:00,1.8166,1.166644068,1.586666667,0.78212093,11.3
4/22/2020 17:00,1.2959,1.320386441,1.514453333,0.94855814,11.66666667
4/22/2020 18:00,1.9794,1.432128814,1.51248,0.993153488,11.16666667
4/22/2020 19:00,1.3849,1.277959322,1.573653333,1.143125581,10.23333333
4/22/2020 20:00,1.4826,1.188162712,1.26592,1.225730233,8.533333333
4/22/2020 21:00,1.2635,1.059538983,1.420853333,1.199386047,7.1
4/22/2020 22:00,1.2562,1.103776271,0.992373333,0.980595349,5.766666667
4/22/2020 23:00,1.3041,1.046888136,0.817493333,1.051869767,4.533333333
4/23/2020 0:00,1.417,0.970108475,0.893173333,0.925339535,3.833333333
4/23/2020 1:00,1.0315,0.935328814,0.982773333,0.841618605,2.833333333
4/23/2020 2:00,1.1992,1.118949153,0.86496,0.728316279,1.766666667
4/23/2020 3:00,1.6239,1.045911864,0.693546667,0.806511628,0.933333333
4/23/2020 4:00,1.6221,1.107518644,0.967146667,0.95335814,0.133333333
4/23/2020 5:00,2.0864,1.040420339,0.645866667,1.070846512,-0.433333333
4/23/2020 6:00,1.8164,1.015240678,0.76624,0.840055814,-0.933333333
4/23/2020 7:00,1.3528,1.388033898,0.87344,1.084018605,0.1
4/23/2020 8:00,1.4164,1.248752542,0.969973333,1.092725581,2.533333333
4/23/2020 9:00,1.705,1.198576271,0.9648,1.483088372,3.5
4/23/2020 10:00,1.7314,1.336718644,1.75248,1.474325581,4.6
4/23/2020 11:00,1.5356,1.458854237,1.325866667,1.105674419,5.366666667
4/23/2020 12:00,1.6824,0.964250847,1.154773333,1.167962791,6.133333333
4/23/2020 13:00,1.8664,0.937037288,0.923573333,0.96775814,7.233333333
4/23/2020 14:00,1.4343,1.063362712,1.0952,0.786195349,8.133333333
4/23/2020 15:00,2.3965,1.115410169,1.251733333,1.105451163,9.033333333
4/23/2020 16:00,2.7819,1.15639322,1.732053333,1.259106977,9.666666667
4/23/2020 17:00,1.2441,1.265084746,1.49808,1.400037209,9.666666667
4/23/2020 18:00,1.2989,1.166338983,1.287573333,1.554306977,9.066666667
4/23/2020 19:00,1.7823,1.478766102,1.362773333,1.466344186,8.733333333
4/23/2020 20:00,1.8112,1.176508475,1.384053333,1.104223256,7.666666667
4/23/2020 21:00,1.6152,1.189525424,0.977333333,1.285116279,6
4/23/2020 22:00,1.3693,1.057118644,1.192053333,0.739813953,6.033333333
4/23/2020 23:00,1.7189,0.916108475,0.667733333,0.724465116,5.533333333
4/24/2020 0:00,1.0437,0.915783051,0.850186667,0.964186047,4.766666667
4/24/2020 1:00,0.8812,0.703118644,0.581546667,1.028930233,4.833333333
4/24/2020 2:00,1.0932,0.82539661,0.69344,0.867906977,4.933333333
4/24/2020 3:00,1.4987,0.996833898,0.59936,1.025748837,3.966666667
4/24/2020 4:00,2.0386,0.984854237,0.927146667,0.909990698,3.266666667
4/24/2020 5:00,1.478,0.924325424,0.77168,1.068613953,3
4/24/2020 6:00,1.3854,1.367308475,0.968213333,1.23867907,2.566666667
4/24/2020 7:00,2.3336,1.43719322,1.162826667,1.393451163,2.866666667
4/24/2020 8:00,2.8308,1.260244068,1.449706667,1.402381395,3.1
4/24/2020 9:00,2.4208,1.409247458,1.473493333,1.093953488,3.9
4/24/2020 10:00,2.1896,1.415715254,1.60304,1.544260465,4.666666667
4/24/2020 11:00,1.1652,1.262420339,1.480426667,1.17572093,7.366666667
4/24/2020 12:00,2.7339,1.198149153,1.51824,1.049581395,9.166666667
4/24/2020 13:00,1.7846,1.265105085,1.07024,1.096297674,9.866666667
4/24/2020 14:00,1.3157,1.250155932,1.56336,0.89067907,9.933333333
4/24/2020 15:00,1.2681,1.288433898,1.693226667,0.954697674,10.7
4/24/2020 16:00,0.8972,1.183423729,1.354026667,1.369172093,11.73333333
4/24/2020 17:00,1.3723,1.323701695,1.881546667,1.552688372,12.66666667
4/24/2020 18:00,1.6206,1.225301695,1.712106667,1.843925581,12.26666667
4/24/2020 19:00,1.9586,1.427267797,1.249866667,1.697748837,10.16666667
4/24/2020 20:00,1.1115,1.335966102,1.341866667,1.163330233,8.266666667
4/24/2020 21:00,1.3364,1.417301695,1.27248,1.072130233,7.633333333
4/24/2020 22:00,0.9128,1.020122034,0.982453333,0.794902326,7
4/24/2020 23:00,1.0116,1.09399322,0.660266667,0.703534884,6.7
4/25/2020 0:00,1.4458,0.762813559,0.675733333,0.667925581,6.366666667
4/25/2020 1:00,1.5459,0.798142373,0.69712,0.549990698,5.8
4/25/2020 2:00,1.798,0.771640678,0.708213333,0.783069767,5.3
